state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
VA,2020-12-27,"10,571",64.3,"16,441","2,418",14.71,"1,383",69.85,"1,980"
VT,2020-12-27,632,53.88,"1,173",35,2.98,61,58.65,104
OH,2020-12-27,"17,831",62.86,"28,366","4,680",16.53,"2,966",71.71,"4,137"
OR,2020-12-27,"4,254",65.96,"6,449",564,8.75,486,64.87,750
RI,2020-12-27,"1,988",88.95,"2,235",459,20.54,146,90.12,162
TX,2020-12-27,"40,880",68.47,"59,706","11,816",19.85,"6,502",88.44,"7,352"
WA,2020-12-27,"7,871",64.32,"12,238","1,163",9.5,919,69.2,"1,328"
WI,2020-12-27,"6,950",55.52,"12,518","1,219",9.95,885,54.76,"1,616"
WV,2020-12-27,"3,385",67.26,"5,033",766,15.22,503,82.73,608
WY,2020-12-27,496,34.85,"1,422",120,8.5,54,42.13,127
CW,2020-12-28,"490,701",70.07,"700,275","127,550",18.3,"65,699",76.51,"85,865"
AL,2020-12-28,"10,261",72.89,"14,078","2,872",20.4,"1,325",91.76,"1,444"
AZ,2020-12-28,"10,719",76.76,"13,965","4,477",32.11,"1,642",76.51,"2,146"
CA,2020-12-28,"49,786",78.3,"63,582","20,956",32.96,"7,142",86.81,"8,228"
CT,2020-12-28,"5,664",72.97,"7,762","1,382",17.8,643,59.87,"1,074"
DC,2020-12-28,"2,144",75.71,"2,832",310,10.95,253,84.33,300
DE,2020-12-28,"1,693",67.34,"2,514",485,19.29,153,79.69,192
GA,2020-12-28,"15,424",81.46,"18,933","4,696",24.81,"2,387",89.74,"2,660"
ID,2020-12-28,"1,675",54.65,"3,065",360,11.75,186,62.84,296
IN,2020-12-28,"10,128",62.48,"16,211","2,912",17.96,"1,580",74.78,"2,113"
KS,2020-12-28,"4,261",54.82,"7,773","1,004",12.92,605,75.53,801
LA,2020-12-28,"8,296",66.31,"12,511","1,503",12.24,"1,346",75.9,"1,774"
MD,2020-12-28,"7,543",79.21,"9,523","2,029",21.31,"1,035",80.51,"1,286"
MI,2020-12-28,"13,655",67.39,"20,263","2,755",13.6,"1,943",74.53,"2,607"
AK,2020-12-28,731,51.15,"1,429",80,5.6,79,63.2,125
AR,2020-12-28,"5,088",68.51,"7,426","1,166",15.7,761,75.42,"1,009"
CO,2020-12-28,"5,959",58.53,"10,181","1,222",12.0,871,64.66,"1,347"
FL,2020-12-28,"38,633",75.28,"51,320","6,718",13.33,"4,962",79.08,"6,275"
HI,2020-12-28,"1,668",67.53,"2,470",100,4.05,128,60.38,212
IA,2020-12-28,"4,426",57.26,"7,730",614,8.06,460,66.59,690
IL,2020-12-28,"18,669",64.17,"29,095","4,264",14.66,"2,252",64.0,"3,518"
KY,2020-12-28,"6,848",55.8,"12,273","1,660",13.53,"1,123",63.84,"1,759"
MA,2020-12-28,"11,105",74.86,"14,834","2,052",13.83,"1,078",74.14,"1,454"
ME,2020-12-28,"1,825",64.79,"2,817",236,8.38,211,65.12,324
MN,2020-12-28,"6,395",68.08,"9,394","1,109",11.81,676,73.08,925
MO,2020-12-28,"10,469",70.29,"14,894","2,700",18.13,"1,500",82.74,"1,813"
MS,2020-12-28,"4,963",62.7,"7,915","1,398",17.66,697,82.19,848
MT,2020-12-28,"1,674",59.34,"2,822",228,8.1,145,63.04,230
NC,2020-12-28,"16,082",75.09,"21,416","3,475",16.33,"2,052",83.18,"2,467"
ND,2020-12-28,"1,368",66.83,"2,047",234,11.43,110,53.92,204
NE,2020-12-28,"2,974",62.29,"4,775",560,11.93,363,65.41,555
NH,2020-12-28,"1,827",65.93,"2,771",304,10.97,166,58.66,283
NJ,2020-12-28,"14,058",71.49,"19,665","3,882",19.74,"1,643",67.86,"2,421"
NM,2020-12-28,"2,585",69.88,"3,699",729,19.71,406,98.07,414
NV,2020-12-28,"5,688",77.08,"7,379","1,889",26.15,812,86.2,942
NY,2020-12-28,"33,692",66.96,"50,320","8,722",17.33,"3,502",60.76,"5,764"
OK,2020-12-28,"6,499",68.01,"9,556","1,994",21.21,936,87.48,"1,070"
PA,2020-12-28,"23,704",74.7,"31,733","6,686",21.3,"3,104",79.45,"3,906"
SC,2020-12-28,"7,562",79.6,"9,500","1,857",19.55,"1,016",81.15,"1,252"
SD,2020-12-28,"1,316",56.16,"2,344",290,12.37,139,58.9,236
TN,2020-12-28,"11,929",72.35,"16,487","3,201",20.01,"1,810",83.91,"2,157"
UT,2020-12-28,"2,577",49.39,"5,218",553,10.6,396,63.36,625
VA,2020-12-28,"11,158",67.92,"16,428","2,512",15.29,"1,406",71.95,"1,954"
VT,2020-12-28,664,56.61,"1,173",25,2.13,59,56.73,104
OH,2020-12-28,"18,877",66.66,"28,318","4,819",17.05,"2,975",72.26,"4,117"
OR,2020-12-28,"4,409",68.11,"6,473",598,9.24,498,64.18,776
RI,2020-12-28,"1,988",87.65,"2,268",440,19.42,143,92.26,155
TX,2020-12-28,"42,524",70.99,"59,901","12,157",20.35,"6,592",89.67,"7,350"
WA,2020-12-28,"8,031",65.54,"12,253","1,170",9.55,922,70.06,"1,316"
WI,2020-12-28,"7,350",58.93,"12,473","1,228",10.06,900,55.83,"1,612"
WV,2020-12-28,"3,617",71.67,"5,047",807,15.99,514,84.54,608
WY,2020-12-28,519,36.58,"1,419",128,9.1,53,41.73,127
CW,2020-12-29,"519,229",73.5,"706,396","129,401",18.4,"67,892",78.78,"86,181"
AL,2020-12-29,"10,994",77.85,"14,122","2,932",20.77,"1,344",92.85,"1,447"
AZ,2020-12-29,"11,099",78.69,"14,105","4,546",32.28,"1,638",76.12,"2,152"
CA,2020-12-29,"51,188",79.61,"64,296","21,150",32.89,"7,271",87.77,"8,284"
CT,2020-12-29,"5,910",76.05,"7,771","1,366",17.58,665,61.92,"1,074"
DC,2020-12-29,"2,292",80.85,"2,835",301,10.62,268,80.72,332
DE,2020-12-29,"1,799",70.88,"2,538",482,18.99,148,77.08,192
GA,2020-12-29,"16,538",86.95,"19,019","4,763",25.04,"2,412",91.05,"2,649"
ID,2020-12-29,"1,812",58.36,"3,105",340,10.95,209,70.61,296
IN,2020-12-29,"10,868",66.16,"16,426","2,917",17.76,"1,704",79.45,"2,144"
KS,2020-12-29,"4,604",59.0,"7,803","1,001",12.83,651,80.97,804
LA,2020-12-29,"8,852",70.39,"12,576","1,538",12.46,"1,406",78.9,"1,782"
MD,2020-12-29,"8,027",83.93,"9,564","2,092",21.87,"1,066",79.97,"1,333"
MI,2020-12-29,"15,007",73.5,"20,419","2,856",13.98,"2,018",76.52,"2,638"
AK,2020-12-29,777,53.81,"1,444",80,5.54,89,70.63,126
AR,2020-12-29,"5,498",72.82,"7,550","1,227",16.25,774,75.22,"1,029"
CO,2020-12-29,"6,477",63.59,"10,185","1,241",12.18,905,67.14,"1,348"
FL,2020-12-29,"41,113",79.35,"51,814","6,856",13.48,"5,182",81.96,"6,323"
HI,2020-12-29,"1,690",68.2,"2,478",106,4.28,141,65.28,216
IA,2020-12-29,"4,768",61.63,"7,737",612,8.02,479,69.62,688
IL,2020-12-29,"19,670",67.67,"29,069","4,298",14.79,"2,359",67.13,"3,514"
KY,2020-12-29,"7,254",59.11,"12,272","1,704",13.89,"1,162",66.03,"1,759"
MA,2020-12-29,"11,695",77.89,"15,014","2,051",13.66,"1,119",76.28,"1,467"
ME,2020-12-29,"1,942",68.31,"2,843",226,7.95,240,74.77,321
MN,2020-12-29,"6,959",72.41,"9,611","1,074",11.17,706,75.35,937
MO,2020-12-29,"11,273",74.33,"15,166","2,704",17.83,"1,524",83.74,"1,820"
MS,2020-12-29,"5,201",64.75,"8,032","1,443",17.97,703,82.42,853
MT,2020-12-29,"1,740",61.7,"2,820",227,8.05,145,64.73,224
NC,2020-12-29,"16,718",77.92,"21,456","3,533",16.57,"2,070",84.01,"2,464"
ND,2020-12-29,"1,434",70.47,"2,035",214,10.52,113,54.59,207
NE,2020-12-29,"3,147",65.93,"4,773",552,11.76,384,68.57,560
NH,2020-12-29,"1,927",69.52,"2,772",309,11.15,179,63.25,283
NJ,2020-12-29,"14,825",74.76,"19,831","3,844",19.38,"1,680",68.97,"2,436"
NM,2020-12-29,"2,741",74.2,"3,694",742,20.08,403,95.95,420
NV,2020-12-29,"6,032",81.51,"7,400","1,943",26.89,823,86.27,954
NY,2020-12-29,"35,233",69.74,"50,524","8,831",17.48,"3,654",66.94,"5,459"
OK,2020-12-29,"6,872",71.47,"9,615","1,990",21.04,963,89.08,"1,081"
PA,2020-12-29,"25,094",78.32,"32,042","6,775",21.38,"3,238",82.48,"3,926"
SC,2020-12-29,"8,113",83.99,"9,659","1,917",19.85,"1,053",83.31,"1,264"
SD,2020-12-29,"1,371",58.25,"2,354",283,12.02,147,62.29,236
TN,2020-12-29,"12,280",74.45,"16,495","3,313",20.69,"1,858",86.74,"2,142"
UT,2020-12-29,"2,870",54.7,"5,247",545,10.39,393,62.88,625
VA,2020-12-29,"11,783",71.68,"16,438","2,577",15.68,"1,445",73.95,"1,954"
VT,2020-12-29,722,61.45,"1,175",36,3.06,61,59.22,103
OH,2020-12-29,"20,231",70.92,"28,526","4,900",17.22,"3,112",74.75,"4,163"
OR,2020-12-29,"4,661",70.78,"6,585",626,9.51,532,67.41,790
RI,2020-12-29,"2,109",90.83,"2,322",489,21.06,146,87.95,166
TX,2020-12-29,"45,448",73.9,"61,498","12,502",20.39,"6,834",90.99,"7,511"
WA,2020-12-29,"8,414",68.19,"12,339","1,127",9.13,959,72.05,"1,331"
WI,2020-12-29,"7,720",61.71,"12,510","1,216",9.93,948,58.55,"1,619"
WV,2020-12-29,"3,842",75.79,"5,069",875,17.26,517,85.03,608
WY,2020-12-29,595,41.81,"1,423",128,9.11,52,40.94,127
CW,2020-12-30,"528,352",74.61,"708,154","128,917",18.29,"68,441",79.29,"86,314"
AL,2020-12-30,"11,070",78.33,"14,133","2,922",20.68,"1,362",93.42,"1,458"
AZ,2020-12-30,"11,348",79.87,"14,208","4,538",31.99,"1,640",76.39,"2,147"
CA,2020-12-30,"51,755",80.07,"64,636","21,244",32.87,"7,420",88.52,"8,382"
CT,2020-12-30,"6,096",78.31,"7,784","1,327",17.05,661,61.49,"1,075"
DC,2020-12-30,"2,352",81.27,"2,894",290,10.02,277,82.2,337
DE,2020-12-30,"1,871",73.2,"2,556",470,18.39,156,81.25,192
GA,2020-12-30,"16,591",86.78,"19,118","4,894",25.6,"2,415",90.86,"2,658"
ID,2020-12-30,"1,794",57.67,"3,111",332,10.67,201,67.68,297
IN,2020-12-30,"10,987",66.91,"16,420","2,820",17.17,"1,697",79.45,"2,136"
KS,2020-12-30,"4,783",61.08,"7,831","1,014",12.95,654,80.94,808
LA,2020-12-30,"9,012",71.3,"12,640","1,544",12.44,"1,423",79.19,"1,797"
MD,2020-12-30,"8,099",84.4,"9,596","2,086",21.74,"1,071",78.66,"1,362"
MI,2020-12-30,"15,152",73.81,"20,528","2,705",13.18,"2,026",77.0,"2,631"
AK,2020-12-30,804,55.72,"1,443",72,4.99,82,64.57,127
AR,2020-12-30,"5,683",74.95,"7,582","1,183",15.6,775,75.24,"1,030"
CO,2020-12-30,"6,794",66.52,"10,213","1,205",11.8,903,66.84,"1,351"
FL,2020-12-30,"41,705",80.35,"51,903","6,912",13.57,"5,292",83.31,"6,352"
HI,2020-12-30,"1,710",69.09,"2,475",102,4.12,146,66.06,221
IA,2020-12-30,"4,842",62.62,"7,732",597,7.83,476,69.39,686
IL,2020-12-30,"20,019",68.79,"29,100","4,200",14.43,"2,324",66.34,"3,503"
KY,2020-12-30,"7,513",61.23,"12,271","1,684",13.72,"1,176",66.86,"1,759"
MA,2020-12-30,"11,940",78.84,"15,145","2,071",13.67,"1,117",75.12,"1,487"
ME,2020-12-30,"1,954",68.61,"2,848",216,7.58,236,74.21,318
MN,2020-12-30,"7,168",73.5,"9,753","1,040",10.66,704,73.97,951
MO,2020-12-30,"11,584",75.68,"15,306","2,681",17.52,"1,556",85.03,"1,830"
MS,2020-12-30,"5,377",66.95,"8,031","1,435",17.87,730,83.81,871
MT,2020-12-30,"1,756",62.27,"2,820",205,7.27,148,66.97,221
NC,2020-12-30,"17,042",79.07,"21,554","3,480",16.24,"2,110",85.32,"2,473"
ND,2020-12-30,"1,435",70.79,"2,027",211,10.41,120,56.87,211
NE,2020-12-30,"3,298",68.35,"4,825",563,11.87,399,69.76,572
NH,2020-12-30,"1,935",69.81,"2,772",326,11.76,175,61.62,284
NJ,2020-12-30,"14,913",75.19,"19,835","3,840",19.36,"1,678",68.86,"2,437"
NM,2020-12-30,"2,797",75.47,"3,706",758,20.46,407,96.9,420
NV,2020-12-30,"6,084",82.28,"7,394","1,898",26.28,823,87.0,946
NY,2020-12-30,"35,121",71.5,"49,121","8,696",17.7,"3,662",67.99,"5,386"
OK,2020-12-30,"7,100",73.73,"9,630","2,028",21.41,959,89.13,"1,076"
PA,2020-12-30,"25,237",78.99,"31,951","6,624",20.96,"3,266",82.16,"3,975"
SC,2020-12-30,"8,270",85.53,"9,669","1,991",20.59,"1,071",84.53,"1,267"
SD,2020-12-30,"1,419",60.36,"2,351",288,12.25,147,61.76,238
TN,2020-12-30,"12,318",74.54,"16,525","3,300",20.58,"1,902",88.57,"2,148"
UT,2020-12-30,"3,077",58.61,"5,250",560,10.67,414,66.24,625
VA,2020-12-30,"11,997",73.13,"16,404","2,623",15.99,"1,446",74.23,"1,948"
VT,2020-12-30,729,62.1,"1,174",37,3.15,64,62.14,103
OH,2020-12-30,"20,482",71.87,"28,498","4,794",16.86,"3,104",74.8,"4,149"
OR,2020-12-30,"4,825",73.18,"6,593",633,9.6,529,67.99,778
RI,2020-12-30,"2,148",90.71,"2,368",468,19.76,145,90.06,161
TX,2020-12-30,"47,304",75.11,"62,982","12,710",20.24,"6,862",92.1,"7,451"
WA,2020-12-30,"8,707",69.78,"12,477","1,122",8.99,959,72.51,"1,322"
WI,2020-12-30,"7,826",62.54,"12,515","1,190",9.72,967,59.62,"1,622"
WV,2020-12-30,"3,883",77.17,"5,032",864,17.17,509,83.72,608
WY,2020-12-30,647,45.47,"1,423",125,8.86,55,43.31,127
CW,2020-12-31,"522,928",74.08,"705,923","127,783",18.18,"67,960",78.87,"86,165"
AL,2020-12-31,"10,954",77.59,"14,118","2,896",20.51,"1,374",94.11,"1,460"
AZ,2020-12-31,"11,174",78.72,"14,196","4,536",32.01,"1,660",77.5,"2,142"
CA,2020-12-31,"51,196",79.54,"64,365","21,098",32.78,"7,427",87.82,"8,457"
CT,2020-12-31,"6,089",78.4,"7,767","1,264",16.27,676,62.83,"1,076"
DC,2020-12-31,"2,348",81.78,"2,871",296,10.31,269,78.89,341
DE,2020-12-31,"1,851",72.82,"2,542",437,17.19,153,79.69,192
GA,2020-12-31,"16,534",86.67,"19,078","4,851",25.43,"2,420",91.39,"2,648"
ID,2020-12-31,"1,741",55.8,"3,120",316,10.13,195,65.66,297
IN,2020-12-31,"10,952",66.66,"16,430","2,788",16.97,"1,717",80.38,"2,136"
KS,2020-12-31,"4,765",60.91,"7,823",985,12.59,640,79.4,806
LA,2020-12-31,"9,049",71.22,"12,706","1,617",12.96,"1,428",79.25,"1,802"
MD,2020-12-31,"8,112",84.43,"9,608","1,983",20.64,"1,070",81.68,"1,310"
MI,2020-12-31,"14,985",73.09,"20,503","2,644",12.9,"2,022",77.16,"2,620"
AK,2020-12-31,763,52.77,"1,446",72,4.98,85,66.93,127
AR,2020-12-31,"5,552",73.1,"7,595","1,195",15.73,776,75.58,"1,026"
CO,2020-12-31,"6,666",65.47,"10,182","1,164",11.44,904,66.77,"1,354"
FL,2020-12-31,"41,611",80.1,"51,952","6,969",13.67,"5,230",82.4,"6,347"
HI,2020-12-31,"1,689",68.02,"2,483",114,4.59,146,65.47,223
IA,2020-12-31,"4,726",61.15,"7,729",588,7.71,471,68.96,683
IL,2020-12-31,"19,746",67.84,"29,106","4,074",14.0,"2,314",65.89,"3,512"
KY,2020-12-31,"7,498",61.11,"12,269","1,675",13.65,"1,175",66.8,"1,759"
MA,2020-12-31,"11,974",79.1,"15,138","2,122",14.02,"1,122",75.81,"1,480"
ME,2020-12-31,"1,945",68.56,"2,837",232,8.18,236,74.45,317
MN,2020-12-31,"7,087",73.3,"9,668",998,10.32,694,73.44,945
MO,2020-12-31,"11,551",75.76,"15,247","2,641",17.32,"1,510",82.56,"1,829"
MS,2020-12-31,"5,280",66.36,"7,957","1,412",17.75,735,85.76,857
MT,2020-12-31,"1,822",64.5,"2,825",194,6.87,148,67.89,218
NC,2020-12-31,"16,474",76.61,"21,503","3,503",16.39,"2,026",81.87,"2,475"
ND,2020-12-31,"1,414",68.98,"2,050",197,9.61,120,57.14,210
NE,2020-12-31,"3,203",66.26,"4,834",553,11.63,370,66.07,560
NH,2020-12-31,"1,956",70.41,"2,778",337,12.13,178,63.57,280
NJ,2020-12-31,"14,671",74.29,"19,747","3,755",19.02,"1,679",68.9,"2,437"
NM,2020-12-31,"2,824",76.39,"3,697",735,19.88,400,95.47,419
NV,2020-12-31,"6,023",81.18,"7,419","1,873",25.85,808,85.59,944
NY,2020-12-31,"34,322",70.66,"48,575","8,656",17.82,"3,664",68.41,"5,356"
OK,2020-12-31,"6,989",73.01,"9,573","1,984",21.07,953,88.4,"1,078"
PA,2020-12-31,"25,295",78.42,"32,255","6,479",20.31,"3,148",80.7,"3,901"
SC,2020-12-31,"8,179",84.73,"9,653","1,931",20.0,"1,044",82.92,"1,259"
SD,2020-12-31,"1,389",59.31,"2,342",273,11.66,145,60.17,241
TN,2020-12-31,"12,209",74.22,"16,450","3,259",20.42,"1,884",87.87,"2,144"
UT,2020-12-31,"3,123",59.49,"5,250",538,10.25,404,64.64,625
VA,2020-12-31,"11,869",72.33,"16,409","2,579",15.72,"1,460",74.8,"1,952"
VT,2020-12-31,686,58.23,"1,178",30,2.55,66,63.94,104
OH,2020-12-31,"20,246",71.52,"28,308","4,728",16.74,"3,031",74.29,"4,080"
OR,2020-12-31,"4,861",72.98,"6,661",599,8.99,515,65.27,789
RI,2020-12-31,"2,033",86.73,"2,344",480,20.48,140,88.05,159
TX,2020-12-31,"46,500",75.24,"61,803","12,896",20.92,"6,835",91.15,"7,499"
WA,2020-12-31,"8,709",69.23,"12,579","1,095",8.7,983,73.63,"1,335"
WI,2020-12-31,"7,817",62.47,"12,514","1,171",9.56,943,58.39,"1,615"
WV,2020-12-31,"3,867",77.32,"5,001",862,17.24,518,84.64,612
WY,2020-12-31,610,42.42,"1,438",109,7.64,49,38.58,127
CW,2021-01-01,"497,440",70.84,"702,183","125,576",17.97,"66,759",77.69,"85,928"
AL,2021-01-01,"10,468",74.64,"14,025","2,844",20.28,"1,337",92.21,"1,450"
AZ,2021-01-01,"10,750",76.53,"14,047","4,463",31.83,"1,633",76.27,"2,141"
CA,2021-01-01,"49,951",78.26,"63,824","20,923",32.78,"7,440",88.39,"8,418"
CT,2021-01-01,"5,819",74.73,"7,787","1,234",15.85,649,60.32,"1,076"
DC,2021-01-01,"2,244",78.41,"2,862",289,10.1,262,81.88,320
DE,2021-01-01,"1,752",68.87,"2,544",428,16.82,157,81.77,192
GA,2021-01-01,"15,852",83.39,"19,010","4,858",25.56,"2,420",91.22,"2,653"
ID,2021-01-01,"1,654",53.37,"3,099",298,9.6,188,63.51,296
IN,2021-01-01,"9,829",60.8,"16,166","2,561",15.84,"1,596",75.66,"2,110"
KS,2021-01-01,"4,486",57.7,"7,775",920,11.84,614,77.43,793
LA,2021-01-01,"8,610",68.41,"12,586","1,621",13.11,"1,370",77.23,"1,774"
MD,2021-01-01,"7,758",80.79,"9,603","1,933",20.13,"1,054",80.34,"1,312"
MI,2021-01-01,"13,946",68.4,"20,390","2,539",12.45,"2,001",75.74,"2,642"
AK,2021-01-01,741,51.21,"1,447",70,4.84,82,64.06,128
AR,2021-01-01,"5,220",69.43,"7,519","1,185",15.76,796,77.43,"1,028"
CO,2021-01-01,"6,369",62.66,"10,165","1,097",10.79,904,67.1,"1,348"
FL,2021-01-01,"39,104",76.06,"51,412","7,029",13.93,"5,062",80.26,"6,307"
HI,2021-01-01,"1,652",66.53,"2,483",128,5.16,153,69.23,221
IA,2021-01-01,"4,424",57.38,"7,710",580,7.62,476,70.73,673
IL,2021-01-01,"18,657",64.1,"29,107","3,874",13.31,"2,252",64.15,"3,510"
KY,2021-01-01,"7,168",58.42,"12,269","1,658",13.51,"1,134",64.47,"1,759"
MA,2021-01-01,"11,567",76.22,"15,175","2,085",13.74,"1,100",74.63,"1,474"
ME,2021-01-01,"1,873",66.65,"2,810",221,7.86,222,70.48,315
MN,2021-01-01,"6,751",70.27,"9,607","1,001",10.42,693,73.49,943
MO,2021-01-01,"10,871",72.04,"15,091","2,584",17.12,"1,486",81.83,"1,816"
MS,2021-01-01,"4,958",62.23,"7,967","1,403",17.61,724,84.48,857
MT,2021-01-01,"1,699",58.89,"2,885",193,6.69,144,66.36,217
NC,2021-01-01,"15,822",73.96,"21,393","3,486",16.39,"2,035",82.18,"2,476"
ND,2021-01-01,"1,318",64.87,"2,031",187,9.21,111,53.37,208
NE,2021-01-01,"3,032",62.94,"4,817",529,11.17,344,61.74,558
NH,2021-01-01,"1,922",69.39,"2,770",331,11.95,189,67.26,281
NJ,2021-01-01,"13,636",69.75,"19,551","3,626",18.55,"1,626",66.69,"2,438"
NM,2021-01-01,"2,677",72.35,"3,700",696,18.82,389,92.62,420
NV,2021-01-01,"5,767",77.81,"7,412","1,860",25.69,793,84.45,939
NY,2021-01-01,"32,606",67.12,"48,581","8,516",17.53,"3,632",67.77,"5,359"
OK,2021-01-01,"6,668",69.7,"9,566","1,920",20.41,921,86.2,"1,068"
PA,2021-01-01,"24,068",74.61,"32,257","6,504",20.38,"3,076",80.15,"3,837"
SC,2021-01-01,"7,748",80.54,"9,620","1,980",20.58,"1,034",82.46,"1,254"
SD,2021-01-01,"1,319",56.32,"2,342",265,11.32,132,55.7,237
TN,2021-01-01,"11,676",71.17,"16,406","3,184",20.0,"1,787",83.9,"2,130"
UT,2021-01-01,"2,943",56.05,"5,251",548,10.44,414,66.13,626
VA,2021-01-01,"11,357",69.23,"16,404","2,608",15.9,"1,419",72.81,"1,949"
VT,2021-01-01,684,58.06,"1,178",31,2.63,59,56.73,104
OH,2021-01-01,"18,848",66.17,"28,484","4,418",15.54,"2,991",72.32,"4,136"
OR,2021-01-01,"4,693",70.93,"6,616",588,8.9,521,67.31,774
RI,2021-01-01,"2,031",86.43,"2,350",457,19.45,135,88.24,153
TX,2021-01-01,"44,244",72.89,"60,698","12,645",20.89,"6,775",90.3,"7,502"
WA,2021-01-01,"8,449",67.6,"12,499","1,096",8.77,951,70.5,"1,349"
WI,2021-01-01,"7,444",59.78,"12,453","1,110",9.11,914,56.49,"1,617"
WV,2021-01-01,"3,745",74.9,"5,000",866,17.32,509,83.17,612
WY,2021-01-01,571,39.68,"1,439",105,7.36,53,41.73,127
CW,2021-01-02,"490,127",69.89,"701,249","127,280",18.23,"65,906",76.77,"85,850"
AL,2021-01-02,"10,232",73.24,"13,972","2,939",21.03,"1,350",93.07,"1,451"
AZ,2021-01-02,"10,674",76.15,"14,017","4,555",32.55,"1,627",75.89,"2,144"
CA,2021-01-02,"49,453",77.12,"64,125","21,318",33.24,"7,408",87.46,"8,470"
CT,2021-01-02,"5,651",72.84,"7,758","1,252",16.14,637,59.26,"1,075"
DC,2021-01-02,"2,217",78.01,"2,842",310,10.91,259,81.19,319
DE,2021-01-02,"1,732",68.24,"2,538",448,17.65,168,87.5,192
GA,2021-01-02,"15,594",82.05,"19,005","5,026",26.45,"2,410",90.36,"2,667"
ID,2021-01-02,"1,582",51.25,"3,087",318,10.29,178,60.3,296
IN,2021-01-02,"9,730",60.2,"16,163","2,633",16.29,"1,546",72.75,"2,125"
KS,2021-01-02,"4,400",56.62,"7,771",939,12.08,609,76.08,800
LA,2021-01-02,"8,404",66.68,"12,603","1,604",12.96,"1,376",77.26,"1,781"
MD,2021-01-02,"7,623",79.93,"9,537","1,926",20.2,"1,024",78.65,"1,302"
MI,2021-01-02,"13,798",68.55,"20,128","2,556",12.7,"1,911",73.76,"2,591"
AK,2021-01-02,747,51.7,"1,445",80,5.54,80,62.99,127
AR,2021-01-02,"5,004",67.55,"7,408","1,210",16.33,790,77.15,"1,024"
CO,2021-01-02,"6,060",59.79,"10,135","1,049",10.35,852,63.87,"1,334"
FL,2021-01-02,"39,087",75.82,"51,549","7,381",14.59,"5,069",80.24,"6,317"
HI,2021-01-02,"1,643",66.36,"2,476",121,4.89,144,63.72,226
IA,2021-01-02,"4,320",56.05,"7,707",582,7.65,440,66.47,662
IL,2021-01-02,"18,538",63.66,"29,119","3,880",13.33,"2,259",64.44,"3,505"
KY,2021-01-02,"6,907",56.3,"12,269","1,700",13.86,"1,102",62.65,"1,759"
MA,2021-01-02,"11,465",75.45,"15,195","2,049",13.48,"1,073",73.24,"1,465"
ME,2021-01-02,"1,952",69.39,"2,813",229,8.14,225,70.98,317
MN,2021-01-02,"6,414",67.84,"9,454",958,10.13,628,68.78,913
MO,2021-01-02,"10,576",70.38,"15,026","2,583",17.19,"1,434",79.36,"1,807"
MS,2021-01-02,"4,913",61.91,"7,936","1,435",18.08,715,83.53,856
MT,2021-01-02,"1,676",58.08,"2,885",199,6.9,131,60.37,217
NC,2021-01-02,"15,825",73.97,"21,394","3,507",16.49,"2,023",81.98,"2,468"
ND,2021-01-02,"1,285",63.02,"2,039",183,8.97,111,51.87,214
NE,2021-01-02,"2,962",61.55,"4,813",526,11.11,340,61.04,557
NH,2021-01-02,"1,831",66.05,"2,772",330,11.9,186,65.96,282
NJ,2021-01-02,"13,487",68.75,"19,617","3,685",18.78,"1,607",65.75,"2,444"
NM,2021-01-02,"2,648",71.55,"3,701",680,18.37,376,90.26,416
NV,2021-01-02,"5,745",77.68,"7,396","1,808",25.03,802,83.53,960
NY,2021-01-02,"32,554",66.95,"48,626","8,707",17.91,"3,581",66.64,"5,374"
OK,2021-01-02,"6,419",67.29,"9,539","1,928",20.54,931,86.36,"1,078"
PA,2021-01-02,"24,122",74.14,"32,537","6,311",19.61,"2,994",77.96,"3,841"
SC,2021-01-02,"7,640",79.65,"9,592","2,051",21.38,"1,029",81.67,"1,260"
SD,2021-01-02,"1,317",56.32,"2,338",252,10.78,132,56.62,234
TN,2021-01-02,"11,626",70.72,"16,440","3,257",20.42,"1,800",84.29,"2,136"
UT,2021-01-02,"2,656",50.59,"5,251",537,10.23,407,65.02,626
VA,2021-01-02,"11,224",68.54,"16,376","2,645",16.15,"1,408",72.47,"1,943"
VT,2021-01-02,668,56.71,"1,178",27,2.29,59,56.73,104
OH,2021-01-02,"18,310",64.61,"28,338","4,420",15.63,"2,967",72.28,"4,105"
OR,2021-01-02,"4,659",71.35,"6,530",574,8.78,492,64.4,764
RI,2021-01-02,"1,997",87.9,"2,272",455,20.03,132,87.42,151
TX,2021-01-02,"43,142",71.69,"60,179","12,921",21.53,"6,678",89.76,"7,440"
WA,2021-01-02,"8,289",66.47,"12,470","1,093",8.77,949,69.93,"1,357"
WI,2021-01-02,"7,148",57.29,"12,476","1,145",9.38,913,56.53,"1,615"
WV,2021-01-02,"3,638",73.13,"4,975",850,17.09,497,81.21,612
WY,2021-01-02,542,37.69,"1,438",110,7.72,46,36.22,127
CW,2021-01-03,"495,152",70.7,"700,353","130,770",18.76,"66,649",77.47,"86,026"
AL,2021-01-03,"10,465",74.85,"13,981","3,073",21.98,"1,342",92.36,"1,453"
